,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,sh,sot,dist,fk,pk,pkatt,sota,saves,pka,pksv,cmp,att,totdist,prgdist,live,dead,tb,sw,crs,ti,ck,season,team
31,2018-04-08,15:30,Matchweek 29,Sun,Away,L,0,3,Dortmund,0.4,1.4,50.0,81360.0,Christian Gentner,4-4-2,Patrick Ittrich,8.0,0.0,20.8,1.0,0.0,0.0,7.0,4.0,0.0,0.0,292.0,423.0,5176.0,2148.0,362.0,57.0,1.0,1.0,26.0,27.0,7.0,2017-2018,Stuttgart
32,2018-04-14,15:30,Matchweek 30,Sat,Home,D,1,1,Hannover 96,0.8,1.0,52.0,57131.0,Christian Gentner,4-4-2,Sven Jablonski,12.0,5.0,21.3,2.0,0.0,0.0,3.0,2.0,0.0,0.0,408.0,524.0,7890.0,2971.0,468.0,56.0,0.0,2.0,26.0,27.0,10.0,2017-2018,Stuttgart
33,2018-04-21,15:30,Matchweek 31,Sat,Home,W,2,0,Werder Bremen,2.0,0.9,44.0,58932.0,Christian Gentner,4-4-2,Sören Storks,10.0,5.0,17.2,1.0,0.0,0.0,3.0,3.0,0.0,0.0,276.0,400.0,4724.0,2212.0,341.0,57.0,0.0,4.0,20.0,25.0,3.0,2017-2018,Stuttgart
34,2018-04-28,18:30,Matchweek 32,Sat,Away,W,1,0,Leverkusen,0.5,2.6,35.0,30210.0,Christian Gentner,4-2-2-2,Tobias Welz,4.0,1.0,21.2,1.0,0.0,0.0,7.0,6.0,0.0,1.0,225.0,334.0,3974.0,1746.0,280.0,52.0,0.0,0.0,11.0,16.0,2.0,2017-2018,Stuttgart
35,2018-05-05,15:30,Matchweek 33,Sat,Home,W,2,0,Hoffenheim,1.6,2.5,36.0,58312.0,Christian Gentner,4-4-2,Felix Zwayer,6.0,3.0,16.7,0.0,0.0,0.0,7.0,7.0,0.0,0.0,231.0,327.0,4555.0,2134.0,281.0,45.0,0.0,2.0,9.0,19.0,1.0,2017-2018,Stuttgart
36,2018-05-12,15:30,Matchweek 34,Sat,Away,W,4,1,Bayern Munich,2.2,2.1,20.0,75000.0,Christian Gentner,4-5-1,Sascha Stegemann,7.0,7.0,13.7,0.0,0.0,0.0,8.0,7.0,0.0,0.0,124.0,211.0,2497.0,1373.0,169.0,39.0,0.0,2.0,5.0,12.0,0.0,2017-2018,Stuttgart
1,2017-08-20,15:30,Matchweek 1,Sun,Away,D,0,0,Freiburg,1.3,0.4,43.0,24000.0,David Abraham,3-1-4-2,Manuel Gräfe,15.0,2.0,16.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,286.0,398.0,5919.0,2703.0,348.0,48.0,0.0,5.0,27.0,22.0,7.0,2017-2018,Eintracht Frankfurt
2,2017-08-26,15:30,Matchweek 2,Sat,Home,L,0,1,Wolfsburg,1.0,1.0,49.0,46000.0,David Abraham,3-1-4-2,Benjamin Cortus,13.0,6.0,12.5,0.0,0.0,0.0,3.0,2.0,0.0,0.0,324.0,448.0,6318.0,2743.0,381.0,62.0,1.0,4.0,31.0,25.0,7.0,2017-2018,Eintracht Frankfurt
3,2017-09-09,15:30,Matchweek 3,Sat,Away,W,1,0,M'Gladbach,0.7,0.9,31.0,51431.0,David Abraham,3-1-4-2,Robert Kampka,12.0,6.0,18.6,0.0,0.0,0.0,3.0,3.0,0.0,0.0,168.0,279.0,3898.0,2293.0,212.0,64.0,0.0,4.0,17.0,23.0,5.0,2017-2018,Eintracht Frankfurt
4,2017-09-16,15:30,Matchweek 4,Sat,Home,L,1,2,Augsburg,1.5,0.7,65.0,46500.0,David Abraham,3-1-4-2,Christian Dingert,23.0,8.0,19.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,482.0,600.0,9121.0,3586.0,546.0,53.0,0.0,7.0,25.0,27.0,4.0,2017-2018,Eintracht Frankfurt
5,2017-09-20,18:30,Matchweek 5,Wed,Away,W,1,0,Köln,1.2,2.1,45.0,49000.0,David Abraham,4-2-3-1,Martin Petersen,8.0,3.0,17.1,0.0,1.0,1.0,7.0,7.0,0.0,0.0,309.0,433.0,6085.0,2771.0,366.0,65.0,0.0,5.0,19.0,29.0,5.0,2017-2018,Eintracht Frankfurt
6,2017-09-23,15:30,Matchweek 6,Sat,Away,L,1,2,RB Leipzig,0.8,1.6,36.0,40606.0,David Abraham,3-4-3,Benjamin Brand,8.0,3.0,14.5,0.0,0.0,0.0,5.0,3.0,0.0,0.0,230.0,359.0,4825.0,2293.0,307.0,48.0,0.0,7.0,17.0,17.0,4.0,2017-2018,Eintracht Frankfurt
7,2017-09-30,15:30,Matchweek 7,Sat,Home,W,2,1,Stuttgart,1.2,1.0,43.0,51500.0,David Abraham,4-2-3-1,Felix Brych,10.0,6.0,19.1,1.0,0.0,0.0,5.0,4.0,0.0,0.0,304.0,428.0,5607.0,2395.0,372.0,55.0,0.0,5.0,19.0,26.0,3.0,2017-2018,Eintracht Frankfurt
8,2017-10-14,15:30,Matchweek 8,Sat,Away,W,2,1,Hannover 96,1.0,0.7,48.0,43500.0,David Abraham,3-4-3,Bastian Dankert,12.0,4.0,23.9,1.0,0.0,0.0,2.0,1.0,0.0,0.0,254.0,374.0,5202.0,2201.0,310.0,60.0,1.0,3.0,17.0,25.0,6.0,2017-2018,Eintracht Frankfurt
9,2017-10-21,15:30,Matchweek 9,Sat,Home,D,2,2,Dortmund,2.3,2.4,39.0,51500.0,David Abraham,3-4-1-2,Robert Hartmann,13.0,6.0,20.2,0.0,1.0,1.0,6.0,4.0,0.0,0.0,216.0,340.0,4433.0,2441.0,277.0,58.0,4.0,3.0,19.0,29.0,4.0,2017-2018,Eintracht Frankfurt
11,2017-10-27,20:30,Matchweek 10,Fri,Away,D,1,1,Mainz 05,0.4,0.4,48.0,33794.0,David Abraham,3-1-4-2,Sascha Stegemann,8.0,3.0,16.9,0.0,0.0,0.0,3.0,2.0,0.0,0.0,263.0,399.0,5293.0,2852.0,337.0,60.0,0.0,2.0,14.0,25.0,5.0,2017-2018,Eintracht Frankfurt
12,2017-11-03,20:30,Matchweek 11,Fri,Home,W,2,1,Werder Bremen,2.0,1.7,48.0,51500.0,David Abraham,3-1-4-2,Benjamin Brand,16.0,5.0,16.1,1.0,0.0,0.0,7.0,6.0,0.0,0.0,335.0,467.0,6891.0,2908.0,405.0,58.0,1.0,7.0,20.0,31.0,7.0,2017-2018,Eintracht Frankfurt
13,2017-11-18,15:30,Matchweek 12,Sat,Away,D,1,1,Hoffenheim,0.4,1.2,32.0,30150.0,David Abraham,3-4-1-2,Felix Zwayer,5.0,3.0,16.9,0.0,0.0,0.0,6.0,5.0,0.0,0.0,220.0,331.0,4643.0,2746.0,271.0,55.0,0.0,2.0,6.0,21.0,3.0,2017-2018,Eintracht Frankfurt
14,2017-11-25,15:30,Matchweek 13,Sat,Home,L,0,1,Leverkusen,0.8,1.2,50.0,50000.0,David Abraham,3-1-4-2,Patrick Ittrich,14.0,4.0,17.4,0.0,0.0,0.0,4.0,3.0,0.0,0.0,377.0,492.0,7346.0,2855.0,429.0,63.0,1.0,3.0,17.0,27.0,9.0,2017-2018,Eintracht Frankfurt
15,2017-12-03,15:30,Matchweek 14,Sun,Away,W,2,1,Hertha BSC,0.4,1.2,45.0,38781.0,David Abraham,3-4-3,Sören Storks,7.0,5.0,18.7,1.0,0.0,0.0,5.0,4.0,0.0,0.0,318.0,428.0,6675.0,2431.0,377.0,50.0,1.0,3.0,12.0,23.0,2.0,2017-2018,Eintracht Frankfurt
16,2017-12-09,15:30,Matchweek 15,Sat,Home,L,0,1,Bayern Munich,0.5,0.3,51.0,51500.0,David Abraham,3-4-3,Harm Osmers,11.0,3.0,21.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,432.0,540.0,7928.0,2757.0,493.0,45.0,0.0,5.0,16.0,20.0,5.0,2017-2018,Eintracht Frankfurt
17,2017-12-12,20:30,Matchweek 16,Tue,Away,W,2,1,Hamburger SV,0.9,1.5,36.0,40983.0,David Abraham,3-1-4-2,Manuel Gräfe,10.0,5.0,15.1,0.0,0.0,0.0,6.0,5.0,0.0,0.0,173.0,312.0,3315.0,1884.0,261.0,50.0,0.0,3.0,8.0,25.0,3.0,2017-2018,Eintracht Frankfurt
18,2017-12-16,15:30,Matchweek 17,Sat,Home,D,2,2,Schalke 04,1.7,1.8,37.0,50600.0,Kevin-Prince Boateng,3-4-1-2,Robert Kampka,6.0,2.0,7.8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,181.0,308.0,3886.0,2071.0,247.0,59.0,0.0,1.0,9.0,16.0,4.0,2017-2018,Eintracht Frankfurt
20,2018-01-13,15:30,Matchweek 18,Sat,Home,D,1,1,Freiburg,1.5,0.1,60.0,45300.0,Makoto Hasebe,3-4-3,Sascha Stegemann,15.0,5.0,14.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,472.0,607.0,9612.0,3239.0,551.0,51.0,1.0,6.0,29.0,17.0,9.0,2017-2018,Eintracht Frankfurt
21,2018-01-20,15:30,Matchweek 19,Sat,Away,W,3,1,Wolfsburg,1.7,0.9,47.0,24450.0,Makoto Hasebe,3-1-4-2,Markus Schmidt,18.0,6.0,19.2,1.0,0.0,0.0,4.0,3.0,0.0,0.0,331.0,443.0,6496.0,2552.0,398.0,44.0,0.0,8.0,16.0,20.0,3.0,2017-2018,Eintracht Frankfurt
22,2018-01-26,20:30,Matchweek 20,Fri,Home,W,2,0,M'Gladbach,1.6,1.5,48.0,47500.0,Makoto Hasebe,3-1-4-2,Marco Fritz,8.0,2.0,16.8,1.0,0.0,0.0,2.0,2.0,0.0,0.0,352.0,469.0,7052.0,2478.0,413.0,52.0,0.0,2.0,14.0,22.0,4.0,2017-2018,Eintracht Frankfurt
23,2018-02-04,15:30,Matchweek 21,Sun,Away,L,0,3,Augsburg,0.4,2.8,62.0,27188.0,Makoto Hasebe,3-1-4-2,Harm Osmers,8.0,2.0,20.1,0.0,0.0,0.0,7.0,4.0,0.0,0.0,476.0,613.0,9384.0,3384.0,560.0,51.0,1.0,8.0,14.0,23.0,2.0,2017-2018,Eintracht Frankfurt
25,2018-02-10,15:30,Matchweek 22,Sat,Home,W,4,2,Köln,2.3,1.3,57.0,47700.0,Makoto Hasebe,3-4-3,Daniel Siebert,13.0,8.0,13.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,436.0,565.0,8389.0,3290.0,509.0,56.0,2.0,6.0,23.0,22.0,4.0,2017-2018,Eintracht Frankfurt
26,2018-02-19,20:30,Matchweek 23,Mon,Home,W,2,1,RB Leipzig,1.6,0.5,44.0,45100.0,David Abraham,3-4-1-2,Felix Zwayer,13.0,3.0,16.2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,258.0,390.0,5377.0,2249.0,330.0,56.0,2.0,4.0,20.0,23.0,7.0,2017-2018,Eintracht Frankfurt
27,2018-02-24,15:30,Matchweek 24,Sat,Away,L,0,1,Stuttgart,0.3,2.2,61.0,55418.0,David Abraham,3-1-4-2,Bibiana Steinhaus,7.0,0.0,21.8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,468.0,608.0,9892.0,3457.0,557.0,48.0,0.0,9.0,22.0,20.0,3.0,2017-2018,Eintracht Frankfurt
28,2018-03-03,15:30,Matchweek 25,Sat,Home,W,1,0,Hannover 96,1.9,0.7,47.0,48500.0,David Abraham,3-4-1-2,Marco Fritz,13.0,7.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,314.0,444.0,6227.0,2607.0,394.0,50.0,2.0,3.0,17.0,24.0,5.0,2017-2018,Eintracht Frankfurt
29,2018-03-11,18:00,Matchweek 26,Sun,Away,L,2,3,Dortmund,1.1,1.1,54.0,81360.0,David Abraham,3-1-4-2,Deniz Aytekin,10.0,3.0,15.7,1.0,0.0,0.0,4.0,2.0,0.0,0.0,348.0,483.0,6410.0,2805.0,408.0,71.0,0.0,5.0,28.0,30.0,8.0,2017-2018,Eintracht Frankfurt
30,2018-03-17,15:30,Matchweek 27,Sat,Home,W,3,0,Mainz 05,2.6,0.6,52.0,49500.0,David Abraham,3-1-4-2,Daniel Siebert,15.0,6.0,17.2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,447.0,550.0,8352.0,2880.0,502.0,47.0,0.0,1.0,10.0,17.0,4.0,2017-2018,Eintracht Frankfurt
31,2018-04-01,15:30,Matchweek 28,Sun,Away,L,1,2,Werder Bremen,0.9,0.9,54.0,42100.0,David Abraham,4-2-3-1,Felix Zwayer,11.0,6.0,15.8,1.0,0.0,0.0,4.0,3.0,0.0,0.0,448.0,564.0,8331.0,2936.0,511.0,50.0,0.0,6.0,17.0,20.0,3.0,2017-2018,Eintracht Frankfurt
32,2018-04-08,18:00,Matchweek 29,Sun,Home,D,1,1,Hoffenheim,1.7,0.6,63.0,50500.0,David Abraham,3-1-4-2,Daniel Siebert,14.0,4.0,15.7,0.0,0.0,0.0,3.0,2.0,0.0,0.0,515.0,604.0,9689.0,3389.0,547.0,52.0,0.0,7.0,22.0,21.0,8.0,2017-2018,Eintracht Frankfurt
33,2018-04-14,15:30,Matchweek 30,Sat,Away,L,1,4,Leverkusen,0.9,2.3,47.0,30210.0,David Abraham,3-4-3,Felix Brych,7.0,1.0,15.6,0.0,0.0,0.0,6.0,2.0,0.0,0.0,404.0,500.0,7914.0,2701.0,442.0,56.0,0.0,7.0,13.0,24.0,2.0,2017-2018,Eintracht Frankfurt
35,2018-04-21,15:30,Matchweek 31,Sat,Home,L,0,3,Hertha BSC,1.2,1.8,53.0,51000.0,David Abraham,3-1-4-2,Sascha Stegemann,13.0,3.0,19.3,0.0,0.0,0.0,3.0,0.0,1.0,0.0,382.0,512.0,7302.0,2769.0,461.0,50.0,0.0,5.0,13.0,18.0,5.0,2017-2018,Eintracht Frankfurt
36,2018-04-28,15:30,Matchweek 32,Sat,Away,L,1,4,Bayern Munich,2.1,1.8,41.0,75000.0,David Abraham,4-2-3-1,Christian Dingert,12.0,3.0,20.3,0.0,0.0,0.0,6.0,2.0,0.0,0.0,342.0,434.0,6799.0,2480.0,380.0,53.0,1.0,3.0,10.0,31.0,2.0,2017-2018,Eintracht Frankfurt
37,2018-05-05,15:30,Matchweek 33,Sat,Home,W,3,0,Hamburger SV,1.8,1.0,36.0,51500.0,David Abraham,3-1-4-2,Deniz Aytekin,14.0,10.0,17.7,0.0,0.0,0.0,4.0,4.0,0.0,0.0,208.0,320.0,5036.0,2874.0,274.0,44.0,1.0,1.0,16.0,19.0,3.0,2017-2018,Eintracht Frankfurt
38,2018-05-12,15:30,Matchweek 34,Sat,Away,L,0,1,Schalke 04,0.5,1.3,55.0,61585.0,Kevin-Prince Boateng,4-2-3-1,Frank Willenborg,6.0,2.0,17.1,0.0,0.0,0.0,5.0,4.0,0.0,0.0,394.0,526.0,7011.0,2863.0,476.0,47.0,0.0,2.0,9.0,21.0,3.0,2017-2018,Eintracht Frankfurt
1,2017-08-20,18:00,Matchweek 1,Sun,Home,W,1,0,Köln,1.5,1.1,53.0,54018.0,Lars Stindl,4-4-2,Deniz Aytekin,22.0,8.0,18.4,0.0,0.0,0.0,2.0,2.0,0.0,0.0,504.0,600.0,8941.0,3122.0,551.0,45.0,0.0,6.0,20.0,16.0,5.0,2017-2018,Monchengladbach
2,2017-08-26,15:30,Matchweek 2,Sat,Away,D,2,2,Augsburg,1.3,2.7,50.0,29243.0,Lars Stindl,4-4-2,Sascha Stegemann,16.0,3.0,17.7,0.0,0.0,0.0,9.0,7.0,0.0,0.0,378.0,474.0,6761.0,2773.0,420.0,53.0,0.0,8.0,5.0,23.0,0.0,2017-2018,Monchengladbach
3,2017-09-09,15:30,Matchweek 3,Sat,Home,L,0,1,Eint Frankfurt,0.9,0.7,69.0,51431.0,Lars Stindl,4-4-2,Robert Kampka,15.0,3.0,17.9,0.0,0.0,0.0,6.0,5.0,0.0,0.0,505.0,622.0,9740.0,3574.0,558.0,60.0,0.0,4.0,34.0,20.0,13.0,2017-2018,Monchengladbach
4,2017-09-16,18:30,Matchweek 4,Sat,Away,D,2,2,RB Leipzig,1.5,0.7,48.0,42558.0,Lars Stindl,4-4-2,Marco Fritz,9.0,2.0,20.6,0.0,1.0,1.0,3.0,1.0,0.0,0.0,425.0,545.0,7763.0,2777.0,487.0,56.0,0.0,6.0,15.0,30.0,2.0,2017-2018,Monchengladbach
5,2017-09-19,18:30,Matchweek 5,Tue,Home,W,2,0,Stuttgart,1.1,0.6,55.0,44063.0,Lars Stindl,4-4-2,Sören Storks,7.0,2.0,18.2,0.0,1.0,1.0,4.0,4.0,0.0,0.0,524.0,618.0,9562.0,2667.0,575.0,42.0,0.0,7.0,10.0,19.0,4.0,2017-2018,Monchengladbach
6,2017-09-23,18:30,Matchweek 6,Sat,Away,L,1,6,Dortmund,1.4,4.2,22.0,81360.0,Lars Stindl,4-4-2,Manuel Gräfe,8.0,5.0,16.7,0.0,0.0,0.0,9.0,3.0,0.0,0.0,186.0,272.0,3121.0,1398.0,226.0,45.0,1.0,2.0,2.0,21.0,0.0,2017-2018,Monchengladbach
7,2017-09-30,15:30,Matchweek 7,Sat,Home,W,2,1,Hannover 96,2.5,1.7,55.0,50542.0,Lars Stindl,4-4-2,Christian Dingert,22.0,7.0,19.6,0.0,1.0,1.0,2.0,1.0,0.0,0.0,407.0,527.0,7427.0,2841.0,463.0,60.0,0.0,4.0,24.0,27.0,8.0,2017-2018,Monchengladbach
8,2017-10-15,18:00,Matchweek 8,Sun,Away,W,2,0,Werder Bremen,1.4,1.5,54.0,42100.0,Lars Stindl,4-4-2,Markus Schmidt,16.0,8.0,16.3,0.0,0.0,0.0,5.0,5.0,0.0,0.0,501.0,597.0,8773.0,3067.0,552.0,44.0,3.0,7.0,6.0,16.0,5.0,2017-2018,Monchengladbach
9,2017-10-21,15:30,Matchweek 9,Sat,Home,L,1,5,Leverkusen,2.3,1.7,58.0,53053.0,Lars Stindl,4-4-2,Bastian Dankert,18.0,3.0,16.2,2.0,0.0,0.0,6.0,1.0,0.0,0.0,504.0,595.0,9443.0,3146.0,542.0,51.0,0.0,7.0,17.0,25.0,4.0,2017-2018,Monchengladbach
11,2017-10-28,15:30,Matchweek 10,Sat,Away,W,3,1,Hoffenheim,1.7,1.1,46.0,30150.0,Lars Stindl,4-2-3-1,Harm Osmers,16.0,6.0,16.7,1.0,0.0,0.0,5.0,4.0,0.0,0.0,358.0,459.0,6262.0,2825.0,400.0,57.0,0.0,1.0,15.0,21.0,5.0,2017-2018,Monchengladbach
12,2017-11-04,15:30,Matchweek 11,Sat,Home,D,1,1,Mainz 05,0.8,1.0,62.0,52659.0,Lars Stindl,4-4-2,Sven Jablonski,9.0,3.0,15.9,0.0,0.0,0.0,7.0,6.0,0.0,0.0,522.0,645.0,9402.0,3365.0,585.0,58.0,1.0,2.0,25.0,20.0,9.0,2017-2018,Monchengladbach
13,2017-11-18,18:30,Matchweek 12,Sat,Away,W,4,2,Hertha BSC,2.0,1.6,42.0,48304.0,Lars Stindl,4-4-2,Bastian Dankert,7.0,4.0,17.9,0.0,1.0,1.0,8.0,6.0,0.0,0.0,371.0,468.0,5656.0,2330.0,408.0,57.0,0.0,2.0,7.0,26.0,2.0,2017-2018,Monchengladbach
14,2017-11-25,18:30,Matchweek 13,Sat,Home,W,2,1,Bayern Munich,2.1,1.6,29.0,54018.0,Lars Stindl,4-4-2,Manuel Gräfe,6.0,1.0,18.2,0.0,1.0,1.0,7.0,6.0,0.0,0.0,218.0,318.0,4072.0,1865.0,272.0,45.0,0.0,0.0,6.0,21.0,2.0,2017-2018,Monchengladbach
15,2017-12-03,18:00,Matchweek 14,Sun,Away,L,0,3,Wolfsburg,1.5,1.6,58.0,24250.0,Lars Stindl,4-4-2,Benjamin Cortus,17.0,9.0,19.3,1.0,0.0,0.0,6.0,3.0,0.0,0.0,516.0,603.0,9871.0,3676.0,560.0,38.0,0.0,4.0,20.0,15.0,5.0,2017-2018,Monchengladbach
16,2017-12-09,18:30,Matchweek 15,Sat,Home,D,1,1,Schalke 04,1.3,1.2,53.0,54018.0,Lars Stindl,4-4-2,Sascha Stegemann,13.0,4.0,14.9,0.0,0.0,0.0,5.0,5.0,0.0,0.0,477.0,558.0,8559.0,2855.0,512.0,44.0,1.0,2.0,16.0,18.0,8.0,2017-2018,Monchengladbach
17,2017-12-12,20:30,Matchweek 16,Tue,Away,L,0,1,Freiburg,0.2,1.7,56.0,23800.0,Lars Stindl,4-4-2,Deniz Aytekin,5.0,3.0,22.7,0.0,0.0,0.0,5.0,4.0,1.0,0.0,492.0,609.0,9841.0,3165.0,556.0,51.0,0.0,7.0,12.0,26.0,3.0,2017-2018,Monchengladbach
18,2017-12-15,20:30,Matchweek 17,Fri,Home,W,3,1,Hamburger SV,2.6,0.7,54.0,51409.0,Lars Stindl,4-4-2,Markus Schmidt,13.0,5.0,16.5,1.0,0.0,0.0,2.0,1.0,0.0,0.0,419.0,531.0,7512.0,2376.0,477.0,54.0,2.0,2.0,16.0,18.0,9.0,2017-2018,Monchengladbach
20,2018-01-14,15:30,Matchweek 18,Sun,Away,L,1,2,Köln,2.0,1.6,59.0,50000.0,Lars Stindl,4-2-3-1,Felix Zwayer,16.0,5.0,12.6,0.0,0.0,0.0,3.0,1.0,0.0,0.0,487.0,604.0,8818.0,2818.0,550.0,53.0,4.0,3.0,14.0,19.0,3.0,2017-2018,Monchengladbach
21,2018-01-20,15:30,Matchweek 19,Sat,Home,W,2,0,Augsburg,1.0,1.1,45.0,42016.0,Lars Stindl,4-4-2,Bibiana Steinhaus,16.0,6.0,19.9,2.0,0.0,0.0,3.0,3.0,0.0,0.0,295.0,419.0,5527.0,2648.0,364.0,54.0,0.0,0.0,17.0,23.0,8.0,2017-2018,Monchengladbach
22,2018-01-26,20:30,Matchweek 20,Fri,Away,L,0,2,Eint Frankfurt,1.5,1.6,52.0,47500.0,Lars Stindl,3-4-3,Marco Fritz,13.0,2.0,21.9,0.0,0.0,1.0,2.0,0.0,0.0,0.0,407.0,513.0,7751.0,2794.0,464.0,48.0,3.0,1.0,12.0,20.0,4.0,2017-2018,Monchengladbach
23,2018-02-03,18:30,Matchweek 21,Sat,Home,L,0,1,RB Leipzig,1.1,1.5,47.0,49018.0,Lars Stindl,4-4-2,Tobias Stieler,10.0,3.0,19.3,0.0,0.0,0.0,6.0,5.0,0.0,0.0,326.0,470.0,5750.0,2351.0,409.0,56.0,0.0,1.0,16.0,29.0,1.0,2017-2018,Monchengladbach
24,2018-02-11,15:30,Matchweek 22,Sun,Away,L,0,1,Stuttgart,0.5,0.7,67.0,53296.0,Lars Stindl,4-4-2,Frank Willenborg,12.0,4.0,20.2,0.0,0.0,0.0,2.0,1.0,0.0,0.0,571.0,693.0,11557.0,3699.0,623.0,69.0,0.0,14.0,14.0,40.0,8.0,2017-2018,Monchengladbach
25,2018-02-18,18:00,Matchweek 23,Sun,Home,L,0,1,Dortmund,2.4,0.3,53.0,54018.0,Lars Stindl,4-2-3-1,Bastian Dankert,28.0,11.0,17.5,1.0,0.0,0.0,2.0,1.0,0.0,0.0,367.0,495.0,5999.0,2644.0,436.0,55.0,0.0,4.0,20.0,26.0,6.0,2017-2018,Monchengladbach
26,2018-02-24,15:30,Matchweek 24,Sat,Away,W,1,0,Hannover 96,1.6,1.8,48.0,43000.0,Lars Stindl,4-4-2,Robert Kampka,15.0,4.0,21.1,1.0,0.0,0.0,5.0,5.0,0.0,0.0,316.0,438.0,5852.0,2582.0,391.0,46.0,2.0,2.0,11.0,19.0,6.0,2017-2018,Monchengladbach
27,2018-03-02,20:30,Matchweek 25,Fri,Home,D,2,2,Werder Bremen,2.2,1.7,51.0,52211.0,Lars Stindl,4-2-3-1,Benjamin Cortus,10.0,5.0,12.6,0.0,0.0,0.0,6.0,4.0,0.0,0.0,389.0,506.0,6643.0,2808.0,444.0,58.0,0.0,3.0,12.0,20.0,5.0,2017-2018,Monchengladbach
28,2018-03-10,18:30,Matchweek 26,Sat,Away,L,0,2,Leverkusen,0.7,2.8,46.0,28809.0,Lars Stindl,4-2-3-1,Robert Hartmann,9.0,2.0,20.7,0.0,0.0,0.0,7.0,5.0,0.0,0.0,401.0,514.0,7805.0,2967.0,459.0,54.0,0.0,3.0,10.0,24.0,5.0,2017-2018,Monchengladbach
29,2018-03-17,15:30,Matchweek 27,Sat,Home,D,3,3,Hoffenheim,2.2,1.8,62.0,51049.0,Lars Stindl,3-4-3,Martin Petersen,23.0,7.0,15.9,1.0,0.0,0.0,6.0,3.0,1.0,0.0,549.0,656.0,9747.0,3149.0,592.0,61.0,3.0,4.0,24.0,26.0,9.0,2017-2018,Monchengladbach
30,2018-04-01,18:00,Matchweek 28,Sun,Away,D,0,0,Mainz 05,0.8,0.8,55.0,30173.0,Lars Stindl,3-1-4-2,Manuel Gräfe,11.0,2.0,17.4,0.0,0.0,0.0,5.0,5.0,0.0,0.0,425.0,555.0,8396.0,3252.0,493.0,62.0,0.0,2.0,22.0,27.0,6.0,2017-2018,Monchengladbach
31,2018-04-07,15:30,Matchweek 29,Sat,Home,W,2,1,Hertha BSC,1.3,2.4,55.0,51417.0,Lars Stindl,3-1-4-2,Bibiana Steinhaus,9.0,2.0,19.7,1.0,1.0,1.0,5.0,4.0,0.0,0.0,443.0,544.0,8180.0,3298.0,492.0,48.0,0.0,3.0,10.0,14.0,4.0,2017-2018,Monchengladbach
32,2018-04-14,18:30,Matchweek 30,Sat,Away,L,1,5,Bayern Munich,0.2,3.3,31.0,75000.0,Oscar Wendt,4-4-2,Robert Kampka,4.0,1.0,19.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,296.0,369.0,5608.0,2182.0,324.0,41.0,0.0,3.0,3.0,16.0,0.0,2017-2018,Monchengladbach
33,2018-04-20,20:30,Matchweek 31,Fri,Home,W,3,0,Wolfsburg,2.2,0.3,58.0,47797.0,Lars Stindl,4-4-2,Tobias Stieler,16.0,7.0,16.2,2.0,0.0,0.0,2.0,2.0,0.0,0.0,501.0,582.0,9324.0,3194.0,536.0,46.0,0.0,4.0,14.0,17.0,8.0,2017-2018,Monchengladbach
34,2018-04-28,15:30,Matchweek 32,Sat,Away,D,1,1,Schalke 04,1.5,1.3,72.0,62271.0,Lars Stindl,4-4-2,Harm Osmers,12.0,5.0,17.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,702.0,780.0,12896.0,3504.0,746.0,34.0,2.0,5.0,16.0,18.0,1.0,2017-2018,Monchengladbach
35,2018-05-05,15:30,Matchweek 33,Sat,Home,W,3,1,Freiburg,2.5,1.8,50.0,54018.0,Oscar Wendt,4-4-2,Manuel Gräfe,18.0,5.0,15.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,399.0,514.0,7618.0,2806.0,460.0,52.0,0.0,2.0,15.0,27.0,7.0,2017-2018,Monchengladbach
36,2018-05-12,15:30,Matchweek 34,Sat,Away,L,1,2,Hamburger SV,1.3,2.0,52.0,57000.0,Oscar Wendt,4-4-2,Felix Brych,8.0,2.0,17.5,0.0,0.0,0.0,8.0,6.0,1.0,0.0,414.0,507.0,7586.0,2759.0,454.0,49.0,1.0,4.0,10.0,17.0,3.0,2017-2018,Monchengladbach
1,2017-08-19,15:30,Matchweek 1,Sat,Home,W,2,0,Stuttgart,0.5,1.0,53.0,44751.0,Vedad Ibišević,4-4-2,Sascha Stegemann,10.0,4.0,21.2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,462.0,556.0,9058.0,3474.0,504.0,52.0,1.0,2.0,16.0,22.0,5.0,2017-2018,Hertha BSC
